,ctrl_A,ctrl_A_TEX,ctrl_B,ctrl_B_TEX,inf_A,inf_A_TEX,inf_B,inf_B_TEX
ID=cds-AAG05639.1;Parent=gene-PA2251;Dbxref=NCBI_GP:AAG05639.1;Name=AAG05639.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05639.1;transl_table=11,38.33333333,124,18,134,34,194,34,214
ID=cds-AAG05640.1;Parent=gene-PA2252;Dbxref=NCBI_GP:AAG05640.1;Name=AAG05640.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable AGCS sodium/alanine/glycine symporter;protein_id=AAG05640.1;transl_table=11,1105,6399.533333,875,6627,581,3631.166667,350,2942
ID=cds-AAG05641.1;Parent=gene-PA2253;Dbxref=NCBI_GP:AAG05641.1;Name=AAG05641.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=ansA;product=L-asparaginase I;protein_id=AAG05641.1;transl_table=11,66,74.11111111,42,63,36,72.16666667,21,70
ID=cds-AAG05642.1;Parent=gene-PA2254;Dbxref=NCBI_GP:AAG05642.1;Name=AAG05642.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=pvcA;product=paerucumarin biosynthesis protein PvcA;protein_id=AAG05642.1;transl_table=11,10,9.80952381,13,10.5,5,11,3,12.33333333
ID=cds-AAG05643.1;Parent=gene-PA2255;Dbxref=NCBI_GP:AAG05643.1;Name=AAG05643.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=pvcB;product=paerucumarin biosynthesis protein PvcB;protein_id=AAG05643.1;transl_table=11,1,4,0,2,0,2,2,6.010526316
ID=cds-AAG05644.1;Parent=gene-PA2256;Dbxref=NCBI_GP:AAG05644.1;Name=AAG05644.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=pvcC;product=paerucumarin biosynthesis protein PvcC;protein_id=AAG05644.1;transl_table=11,4,6,3,7,1,7,1,8.25
ID=cds-AAG05645.1;Parent=gene-PA2257;Dbxref=NCBI_GP:AAG05645.1;Name=AAG05645.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=pvcD;product=paerucumarin biosynthesis protein PvcD;protein_id=AAG05645.1;transl_table=11,0,0,1,1.2,0,7,0,1
ID=cds-AAG05646.1;Parent=gene-PA2258;Dbxref=NCBI_GP:AAG05646.1;Name=AAG05646.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=ptxR;product=transcriptional regulator PtxR;protein_id=AAG05646.1;transl_table=11,9,15,6,17,9,37.125,4,39
ID=cds-AAG05647.1;Parent=gene-PA2259;Dbxref=NCBI_GP:AAG05647.1;Name=AAG05647.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=ptxS;product=transcriptional regulator PtxS;protein_id=AAG05647.1;transl_table=11,12,9.590909091,15,26,34,28.2,23,35.4
ID=cds-AAG05648.1;Parent=gene-PA2260;Dbxref=NCBI_GP:AAG05648.1;Name=AAG05648.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05648.1;transl_table=11,0.2,0,0,2.041666667,1,2.4,0,4
ID=cds-AAG05649.1;Parent=gene-PA2261;Dbxref=NCBI_GP:AAG05649.1;Name=AAG05649.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable 2-ketogluconate kinase;protein_id=AAG05649.1;transl_table=11,2,0,0,2,1,7.5,0,6
ID=cds-AAG05650.1;Parent=gene-PA2262;Dbxref=NCBI_GP:AAG05650.1;Name=AAG05650.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable 2-ketogluconate transporter;protein_id=AAG05650.1;transl_table=11,3,18.1,2,10.04545455,12,15.45,6.076923077,16.2
ID=cds-AAG05651.1;Parent=gene-PA2263;Dbxref=NCBI_GP:AAG05651.1;Name=AAG05651.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable 2-hydroxyacid dehydrogenase;protein_id=AAG05651.1;transl_table=11,1,4,0,0,2,2,0,0
ID=cds-AAG05652.1;Parent=gene-PA2264;Dbxref=NCBI_GP:AAG05652.1;Name=AAG05652.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG05652.1;transl_table=11,223,753,168.1428571,615,167,481.3246753,87,561
ID=cds-AAG05653.1;Parent=gene-PA2265;Dbxref=NCBI_GP:AAG05653.1;Name=AAG05653.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;product=gluconate dehydrogenase;protein_id=AAG05653.1;transl_table=11,354,172.1428571,304,138.4285714,271,119.6428571,181,109.6428571
ID=cds-AAG05654.1;Parent=gene-PA2266;Dbxref=NCBI_GP:AAG05654.1;Name=AAG05654.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable cytochrome c precursor;protein_id=AAG05654.1;transl_table=11,70,52,57,39.86666667,50,32.14285714,40,37.5
ID=cds-AAG05655.1;Parent=gene-PA2267;Dbxref=NCBI_GP:AAG05655.1;Name=AAG05655.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transcriptional regulator;protein_id=AAG05655.1;transl_table=11,23,182,16,238,23.14285714,372,20,347
ID=cds-AAG05656.1;Parent=gene-PA2268;Dbxref=NCBI_GP:AAG05656.1;Name=AAG05656.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05656.1;transl_table=11,1,2.142857143,3,4.016949153,1.833333333,3,2,4
ID=cds-AAG05657.1;Parent=gene-PA2269;Dbxref=NCBI_GP:AAG05657.1;Name=AAG05657.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG05657.1;transl_table=11,28,111,21.33333333,98,29,172.125,16,127
ID=cds-AAG05658.1;Parent=gene-PA2270;Dbxref=NCBI_GP:AAG05658.1;Name=AAG05658.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transcriptional regulator;protein_id=AAG05658.1;transl_table=11,24,233,19,239,38,386,17,496
ID=cds-AAG05659.1;Parent=gene-PA2271;Dbxref=NCBI_GP:AAG05659.1;Name=AAG05659.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable acetyltransferase;protein_id=AAG05659.1;transl_table=11,11,6,5,6,6,8,3,3
ID=cds-AAG05660.1;Parent=gene-PA2272;Dbxref=NCBI_GP:AAG05660.1;Name=AAG05660.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=pbpC;product=penicillin-binding protein 3A;protein_id=AAG05660.1;transl_table=11,66,337.3666667,69,339,33,193,29,121.3333333
ID=cds-AAG05661.1;Parent=gene-PA2273;Dbxref=NCBI_GP:AAG05661.1;Name=AAG05661.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=soxR;product=SoxR;protein_id=AAG05661.1;transl_table=11,8,12,7,10.5,12,25,14,33.04166667
ID=cds-AAG05662.1;Parent=gene-PA2274;Dbxref=NCBI_GP:AAG05662.1;Name=AAG05662.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05662.1;transl_table=11,3,15,2,9,5,29,1,17
ID=cds-AAG05663.1;Parent=gene-PA2275;Dbxref=NCBI_GP:AAG05663.1;Name=AAG05663.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable alcohol dehydrogenase (Zn-dependent);protein_id=AAG05663.1;transl_table=11,0,3,0,2,0,3,0,4.25
ID=cds-AAG05664.1;Parent=gene-PA2276;Dbxref=NCBI_GP:AAG05664.1;Name=AAG05664.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transcriptional regulator;protein_id=AAG05664.1;transl_table=11,10,28.14285714,11,22,11,82.5,11.25,36.09090909
ID=cds-AAG05665.1;Parent=gene-PA2277;Dbxref=NCBI_GP:AAG05665.1;Name=AAG05665.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=arsR;product=ArsR protein;protein_id=AAG05665.1;transl_table=11,21,195.5,15,185.1535714,28,373,18,429
ID=cds-AAG05666.1;Parent=gene-PA2278;Dbxref=NCBI_GP:AAG05666.1;Name=AAG05666.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=arsB;product=ArsB protein;protein_id=AAG05666.1;transl_table=11,15,3,13,8.016949153,8,6.125,5,8
ID=cds-AAG05667.1;Parent=gene-PA2279;Dbxref=NCBI_GP:AAG05667.1;Name=AAG05667.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=arsC;product=ArsC protein;protein_id=AAG05667.1;transl_table=11,5,4,9,4.2,5,0,5,3
ID=cds-AAG05668.1;Parent=gene-PA2280;Dbxref=NCBI_GP:AAG05668.1;Name=AAG05668.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG05668.1;transl_table=11,11,14,10,12,13,11,11,23
ID=cds-AAG05669.1;Parent=gene-PA2281;Dbxref=NCBI_GP:AAG05669.1;Name=AAG05669.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transcriptional regulator;protein_id=AAG05669.1;transl_table=11,48,47,57,42,46,47.33333333,26.2,53
ID=cds-AAG05670.1;Parent=gene-PA2282;Dbxref=NCBI_GP:AAG05670.1;Name=AAG05670.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05670.1;transl_table=11,10,29,8,18.0625,39,160.1818182,14,137
ID=cds-AAG05671.1;Parent=gene-PA2283;Dbxref=NCBI_GP:AAG05671.1;Name=AAG05671.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05671.1;transl_table=11,7,8,3,8.375641026,25,16.11111111,13.11111111,21
ID=cds-AAG05672.1;Parent=gene-PA2284;Dbxref=NCBI_GP:AAG05672.1;Name=AAG05672.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05672.1;transl_table=11,4,2,3,0.047619048,17,4,6,2.010526316
ID=cds-AAG05673.1;Parent=gene-PA2285;Dbxref=NCBI_GP:AAG05673.1;Name=AAG05673.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05673.1;transl_table=11,5,6,14,8,31.2,27,13,11
ID=cds-AAG05674.1;Parent=gene-PA2286;Dbxref=NCBI_GP:AAG05674.1;Name=AAG05674.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05674.1;transl_table=11,4,4.25,4,6,14,12.83333333,4,12
ID=cds-AAG05675.1;Parent=gene-PA2287;Dbxref=NCBI_GP:AAG05675.1;Name=AAG05675.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05675.1;transl_table=11,1,4,0,1,4,5.333333333,2,2
ID=cds-AAG05676.1;Parent=gene-PA2288;Dbxref=NCBI_GP:AAG05676.1;Name=AAG05676.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05676.1;transl_table=11,39,293,32,260,47,396,35,466
ID=cds-AAG05677.1;Parent=gene-PA2289;Dbxref=NCBI_GP:AAG05677.1;Name=AAG05677.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG05677.1;transl_table=11,323,160,250,163.3333333,112,84.625,41,65.58333333
ID=cds-AAG05678.1;Parent=gene-PA2290;Dbxref=NCBI_GP:AAG05678.1;Name=AAG05678.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=gcd;product=glucose dehydrogenase;protein_id=AAG05678.1;transl_table=11,442,281.4761905,343,249.25,173,120,67,79
ID=cds-AAG05679.1;Parent=gene-PA2291;Dbxref=NCBI_GP:AAG05679.1;Name=AAG05679.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable glucose-sensitive porin;protein_id=AAG05679.1;transl_table=11,294.25,204.25,207.5,194,127,168.7,71.14285714,119.6666667
ID=cds-AAG05680.1;Parent=gene-PA2292;Dbxref=NCBI_GP:AAG05680.1;Name=AAG05680.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05680.1;transl_table=11,0,1.25,1,0.028571429,0,0,1,0
ID=cds-AAG05681.1;Parent=gene-PA2293;Dbxref=NCBI_GP:AAG05681.1;Name=AAG05681.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05681.1;transl_table=11,0,0.090909091,0,0,0,0.166666667,0,0
ID=cds-AAG05682.1;Parent=gene-PA2294;Dbxref=NCBI_GP:AAG05682.1;Name=AAG05682.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable ATP-binding component of ABC transporter;protein_id=AAG05682.1;transl_table=11,2,2.111111111,2,0,2,2,0,4
ID=cds-AAG05683.1;Parent=gene-PA2295;Dbxref=NCBI_GP:AAG05683.1;Name=AAG05683.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable permease of ABC transporter;protein_id=AAG05683.1;transl_table=11,4,6.125,1,7,1,7,0,4.125
ID=cds-AAG05684.1;Parent=gene-PA2296;Dbxref=NCBI_GP:AAG05684.1;Name=AAG05684.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05684.1;transl_table=11,7,24,7,7,3,9,0,20.42857143
ID=cds-AAG05685.1;Parent=gene-PA2297;Dbxref=NCBI_GP:AAG05685.1;Name=AAG05685.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable ferredoxin;protein_id=AAG05685.1;transl_table=11,4,1.5,6,3,2,2,3,3
ID=cds-AAG05686.1;Parent=gene-PA2298;Dbxref=NCBI_GP:AAG05686.1;Name=AAG05686.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable oxidoreductase;protein_id=AAG05686.1;transl_table=11,27,30.25,24,30,23,24,19,20
ID=cds-AAG05687.1;Parent=gene-PA2299;Dbxref=NCBI_GP:AAG05687.1;Name=AAG05687.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transcriptional regulator;protein_id=AAG05687.1;transl_table=11,20,26,11,54,11,74,9,53
ID=cds-AAG05688.1;Parent=gene-PA2300;Dbxref=NCBI_GP:AAG05688.1;Name=AAG05688.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=chiC;product=chitinase;protein_id=AAG05688.1;transl_table=11,6,9.2,8,12,7.333333333,10.57692308,6,16
ID=cds-AAG05689.1;Parent=gene-PA2301;Dbxref=NCBI_GP:AAG05689.1;Name=AAG05689.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG05689.1;transl_table=11,3,2.2,4,3.5,9,2,2,8
