,JP_PAO1_A_cip,JP_PAO1_B_cip,JP_PAO1_C_cip,JP_1128_A_cip,JP_1128_B_cip,JP_1128_C_cip,JP_1139_A_cip,JP_1139_B_cip,JP1139_C_cip
CDS:PA2155:-:cardiolipin_synthase_2:cds2157:-:1205:NC_002516.2,0,12,6,11,0,0,7,6,8
AS_CDS:PA2155:-:cardiolipin_synthase_2:cds2157:-:1205:NC_002516.2,4,19,4,16,0,4,11,10,0
CDS:PA2156:-:hypothetical_protein:cds2158:-:737:NC_002516.2,0,1,4,8,0,0,6,0,0
AS_CDS:PA2156:-:hypothetical_protein:cds2158:-:737:NC_002516.2,0,6,2,6,0,0,8,6,0
CDS:PA2157:-:hypothetical_protein:cds2159:-:938:NC_002516.2,4,4,4,7,0,0,0,3,6
AS_CDS:PA2157:-:hypothetical_protein:cds2159:-:938:NC_002516.2,12,39,2,19,4,5,20,13,6
CDS:PA2158:-:alcohol_dehydrogenase:cds2160:-:1247:NC_002516.2,4,24,7,30,0,8,27,4,2
AS_CDS:PA2158:-:alcohol_dehydrogenase:cds2160:-:1247:NC_002516.2,12,45,7,7,0,4,8,9,2
"IGR:(CDS,PA2158,-,alcohol_dehydrogenase,cds2160,-,1247/CDS,PA2159,-,hypothetical_protein,cds2161,-,416):+:15:NC_002516.2",0,0,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA2158,-,alcohol_dehydrogenase,cds2160,-,1247/CDS,PA2159,-,hypothetical_protein,cds2161,-,416):+:15:NC_002516.2",0,2,0,2,0,0,1,0,0
CDS:PA2159:-:hypothetical_protein:cds2161:-:416:NC_002516.2,20,31,4,36,8,7,28,2,4
AS_CDS:PA2159:-:hypothetical_protein:cds2161:-:416:NC_002516.2,3,4,0,5,1,0,11,2,0
"IGR:(CDS,PA2159,-,hypothetical_protein,cds2161,-,416/CDS,PA2160,-,glycosyl_hydrolase,cds2162,-,2150):+:48:NC_002516.2",1,4,2,2,0,0,1,0,0
"AS_IGR:(CDS,PA2159,-,hypothetical_protein,cds2161,-,416/CDS,PA2160,-,glycosyl_hydrolase,cds2162,-,2150):+:48:NC_002516.2",2,1,0,1,0,1,2,0,0
CDS:PA2160:-:glycosyl_hydrolase:cds2162:-:2150:NC_002516.2,16,22,0,36,10,15,15,14,5
AS_CDS:PA2160:-:glycosyl_hydrolase:cds2162:-:2150:NC_002516.2,2,59,9,32,7,5,13,15,0
CDS:PA2161:-:hypothetical_protein:cds2163:-:305:NC_002516.2,3,0,0,0,0,0,0,0,0
AS_CDS:PA2161:-:hypothetical_protein:cds2163:-:305:NC_002516.2,0,8,0,7,0,1,3,0,1
CDS:PA2162:-:malto-oligosyltrehalose_synthase:cds2164:-:2780:NC_002516.2,10,24,20,23,6,11,29,11,0
AS_CDS:PA2162:-:malto-oligosyltrehalose_synthase:cds2164:-:2780:NC_002516.2,1,13,7,27,8,7,14,6,3
CDS:PA2163:-:hypothetical_protein:cds2165:-:2054:NC_002516.2,3,8,14,40,0,6,37,1,15
AS_CDS:PA2163:-:hypothetical_protein:cds2165:-:2054:NC_002516.2,1,17,7,15,0,1,13,0,3
CDS:PA2164:-:glycosyl_hydrolase:cds2166:-:1751:NC_002516.2,9,20,1,34,3,11,25,11,12
AS_CDS:PA2164:-:glycosyl_hydrolase:cds2166:-:1751:NC_002516.2,8,14,0,15,2,0,8,7,1
CDS:PA2165:-:glycogen_synthase:cds2167:-:1541:NC_002516.2,27,75,24,71,14,1,38,25,22
AS_CDS:PA2165:-:glycogen_synthase:cds2167:-:1541:NC_002516.2,1,18,4,26,5,6,9,0,4
"IGR:(CDS,PA2165,-,glycogen_synthase,cds2167,-,1541/CDS,PA2166,-,hypothetical_protein,cds2168,+,365):+:326:NC_002516.2",0,12,1,6,0,5,3,3,1
"AS_IGR:(CDS,PA2165,-,glycogen_synthase,cds2167,-,1541/CDS,PA2166,-,hypothetical_protein,cds2168,+,365):+:326:NC_002516.2",3,3,1,6,1,0,0,1,0
CDS:PA2166:-:hypothetical_protein:cds2168:+:365:NC_002516.2,24,38,15,108,15,13,108,58,4
AS_CDS:PA2166:-:hypothetical_protein:cds2168:+:365:NC_002516.2,0,12,6,1,0,0,1,2,2
"IGR:(CDS,PA2166,-,hypothetical_protein,cds2168,+,365/CDS,PA2167,-,hypothetical_protein,cds2169,+,1097):+:277:NC_002516.2",12,14,9,42,7,5,32,20,3
"AS_IGR:(CDS,PA2166,-,hypothetical_protein,cds2168,+,365/CDS,PA2167,-,hypothetical_protein,cds2169,+,1097):+:277:NC_002516.2",2,3,0,2,0,0,1,1,1
CDS:PA2167:-:hypothetical_protein:cds2169:+:1097:NC_002516.2,14,35,3,46,2,6,37,13,10
AS_CDS:PA2167:-:hypothetical_protein:cds2169:+:1097:NC_002516.2,22,54,14,85,13,4,15,40,10
CDS:PA2168:-:hypothetical_protein:cds2170:+:776:NC_002516.2,8,10,5,17,0,3,10,2,0
AS_CDS:PA2168:-:hypothetical_protein:cds2170:+:776:NC_002516.2,5,8,5,17,0,6,7,3,1
"IGR:(CDS,PA2168,-,hypothetical_protein,cds2170,+,776/CDS,PA2169,-,hypothetical_protein,cds2171,+,452):+:74:NC_002516.2",0,1,0,2,0,1,1,0,0
"AS_IGR:(CDS,PA2168,-,hypothetical_protein,cds2170,+,776/CDS,PA2169,-,hypothetical_protein,cds2171,+,452):+:74:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA2169:-:hypothetical_protein:cds2171:+:452:NC_002516.2,6,18,0,19,0,3,18,1,0
AS_CDS:PA2169:-:hypothetical_protein:cds2171:+:452:NC_002516.2,0,10,0,4,0,0,0,0,0
CDS:PA2170:-:hypothetical_protein:cds2172:+:209:NC_002516.2,4,16,3,9,2,1,15,3,0
AS_CDS:PA2170:-:hypothetical_protein:cds2172:+:209:NC_002516.2,0,0,0,0,0,0,0,0,0
"IGR:(CDS,PA2170,-,hypothetical_protein,cds2172,+,209/CDS,PA2171,-,hypothetical_protein,cds2173,+,470):+:23:NC_002516.2",0,1,0,1,0,0,1,1,0
"AS_IGR:(CDS,PA2170,-,hypothetical_protein,cds2172,+,209/CDS,PA2171,-,hypothetical_protein,cds2173,+,470):+:23:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA2171:-:hypothetical_protein:cds2173:+:470:NC_002516.2,1,9,0,10,1,2,13,2,0
AS_CDS:PA2171:-:hypothetical_protein:cds2173:+:470:NC_002516.2,0,5,1,1,0,0,1,0,0
CDS:PA2172:-:hypothetical_protein:cds2174:+:1076:NC_002516.2,13,43,2,50,8,16,55,15,7
AS_CDS:PA2172:-:hypothetical_protein:cds2174:+:1076:NC_002516.2,1,44,22,52,9,0,6,10,4
CDS:PA2173:-:hypothetical_protein:cds2175:+:350:NC_002516.2,9,43,9,45,4,8,38,31,0
AS_CDS:PA2173:-:hypothetical_protein:cds2175:+:350:NC_002516.2,4,2,3,12,0,0,1,0,1
"IGR:(CDS,PA2173,-,hypothetical_protein,cds2175,+,350/CDS,PA2173a,-,hypothetical_protein,cds2176,+,221):+:4:NC_002516.2",0,0,0,1,0,0,1,0,0
"AS_IGR:(CDS,PA2173,-,hypothetical_protein,cds2175,+,350/CDS,PA2173a,-,hypothetical_protein,cds2176,+,221):+:4:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA2173a:-:hypothetical_protein:cds2176:+:221:NC_002516.2,2,6,1,9,1,1,8,3,1
AS_CDS:PA2173a:-:hypothetical_protein:cds2176:+:221:NC_002516.2,6,8,5,14,0,0,6,0,1
CDS:PA2174:-:hypothetical_protein:cds2177:-:308:NC_002516.2,18,33,10,26,2,2,34,14,1
AS_CDS:PA2174:-:hypothetical_protein:cds2177:-:308:NC_002516.2,3,6,2,6,0,2,12,2,0
"IGR:(CDS,PA2174,-,hypothetical_protein,cds2177,-,308/CDS,PA2175,-,hypothetical_protein,cds2178,-,347):+:232:NC_002516.2",10,36,13,62,2,3,11,11,5
"AS_IGR:(CDS,PA2174,-,hypothetical_protein,cds2177,-,308/CDS,PA2175,-,hypothetical_protein,cds2178,-,347):+:232:NC_002516.2",2,19,0,10,2,1,8,5,0
CDS:PA2175:-:hypothetical_protein:cds2178:-:347:NC_002516.2,7,30,4,28,10,9,22,11,1
AS_CDS:PA2175:-:hypothetical_protein:cds2178:-:347:NC_002516.2,4,24,7,38,3,9,14,10,5
CDS:PA2176:-:hypothetical_protein:cds2179:-:590:NC_002516.2,23,59,26,61,3,9,64,30,5
AS_CDS:PA2176:-:hypothetical_protein:cds2179:-:590:NC_002516.2,6,19,1,33,3,3,16,4,1
"IGR:(CDS,PA2176,-,hypothetical_protein,cds2179,-,590/CDS,PA2177,-,sensor%2Fresponse_regulator_hybrid,cds2180,+,2099):+:41:NC_002516.2",0,0,0,0,0,0,1,1,0
"AS_IGR:(CDS,PA2176,-,hypothetical_protein,cds2179,-,590/CDS,PA2177,-,sensor%2Fresponse_regulator_hybrid,cds2180,+,2099):+:41:NC_002516.2",3,3,3,8,0,1,9,2,1
CDS:PA2177:-:sensor%2Fresponse_regulator_hybrid:cds2180:+:2099:NC_002516.2,27,91,33,39,9,11,40,29,12
AS_CDS:PA2177:-:sensor%2Fresponse_regulator_hybrid:cds2180:+:2099:NC_002516.2,12,42,19,27,10,8,23,17,8
CDS:PA2178:-:hypothetical_protein:cds2181:-:608:NC_002516.2,1,5,7,16,4,1,5,4,2
AS_CDS:PA2178:-:hypothetical_protein:cds2181:-:608:NC_002516.2,2,5,3,9,0,0,14,4,4
"IGR:(CDS,PA2178,-,hypothetical_protein,cds2181,-,608/CDS,PA2179,-,hypothetical_protein,cds2182,-,950):+:323:NC_002516.2",0,3,4,5,0,0,6,0,3
"AS_IGR:(CDS,PA2178,-,hypothetical_protein,cds2181,-,608/CDS,PA2179,-,hypothetical_protein,cds2182,-,950):+:323:NC_002516.2",0,4,1,2,0,6,1,0,0
CDS:PA2179:-:hypothetical_protein:cds2182:-:950:NC_002516.2,5,75,12,64,5,17,37,22,3
AS_CDS:PA2179:-:hypothetical_protein:cds2182:-:950:NC_002516.2,2,5,0,3,0,2,9,1,4
CDS:PA2180:-:hypothetical_protein:cds2183:-:1376:NC_002516.2,0,5,6,7,3,0,7,8,0
AS_CDS:PA2180:-:hypothetical_protein:cds2183:-:1376:NC_002516.2,7,9,1,17,0,8,3,4,2
"IGR:(CDS,PA2180,-,hypothetical_protein,cds2183,-,1376/CDS,PA2181,-,carboxylate-amine_ligase,cds2184,+,1133):+:144:NC_002516.2",0,1,0,1,0,0,3,1,0
"AS_IGR:(CDS,PA2180,-,hypothetical_protein,cds2183,-,1376/CDS,PA2181,-,carboxylate-amine_ligase,cds2184,+,1133):+:144:NC_002516.2",0,0,0,0,0,0,0,1,0
CDS:PA2181:-:carboxylate-amine_ligase:cds2184:+:1133:NC_002516.2,2,14,5,22,0,3,18,3,5
AS_CDS:PA2181:-:carboxylate-amine_ligase:cds2184:+:1133:NC_002516.2,14,25,11,39,2,2,28,29,1
"IGR:(CDS,PA2181,-,carboxylate-amine_ligase,cds2184,+,1133/CDS,PA2182,-,hypothetical_protein,cds2185,-,269):+:40:NC_002516.2",0,0,0,1,0,0,1,0,0
"AS_IGR:(CDS,PA2181,-,carboxylate-amine_ligase,cds2184,+,1133/CDS,PA2182,-,hypothetical_protein,cds2185,-,269):+:40:NC_002516.2",2,2,1,4,0,1,3,2,0
CDS:PA2182:-:hypothetical_protein:cds2185:-:269:NC_002516.2,7,4,3,10,1,5,9,11,0
AS_CDS:PA2182:-:hypothetical_protein:cds2185:-:269:NC_002516.2,1,4,2,6,0,0,1,0,0
"IGR:(CDS,PA2182,-,hypothetical_protein,cds2185,-,269/CDS,PA2183,-,hypothetical_protein,cds2186,-,284):+:242:NC_002516.2",3,18,3,14,4,6,17,9,2
"AS_IGR:(CDS,PA2182,-,hypothetical_protein,cds2185,-,269/CDS,PA2183,-,hypothetical_protein,cds2186,-,284):+:242:NC_002516.2",1,6,2,6,0,0,10,10,1
CDS:PA2183:-:hypothetical_protein:cds2186:-:284:NC_002516.2,6,14,4,10,1,1,15,8,0
AS_CDS:PA2183:-:hypothetical_protein:cds2186:-:284:NC_002516.2,3,10,10,21,2,2,14,5,7
CDS:PA2184:-:hypothetical_protein:cds2187:-:509:NC_002516.2,1,7,2,14,0,2,9,4,0
AS_CDS:PA2184:-:hypothetical_protein:cds2187:-:509:NC_002516.2,6,10,2,11,0,0,4,7,4
"IGR:(CDS,PA2184,-,hypothetical_protein,cds2187,-,509/CDS,PA2185,katN,non-heme_catalase_KatN,cds2188,+,884):+:212:NC_002516.2",1,4,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA2184,-,hypothetical_protein,cds2187,-,509/CDS,PA2185,katN,non-heme_catalase_KatN,cds2188,+,884):+:212:NC_002516.2",3,10,0,6,2,0,6,0,2
CDS:PA2185:katN:non-heme_catalase_KatN:cds2188:+:884:NC_002516.2,33,26,10,30,1,1,9,7,8
AS_CDS:PA2185:katN:non-heme_catalase_KatN:cds2188:+:884:NC_002516.2,5,26,2,11,3,0,8,10,5
"IGR:(CDS,PA2185,katN,non-heme_catalase_KatN,cds2188,+,884/CDS,PA2187,-,hypothetical_protein,cds2189,+,425):+:307:NC_002516.2",1,3,1,6,5,0,6,0,0
"AS_IGR:(CDS,PA2185,katN,non-heme_catalase_KatN,cds2188,+,884/CDS,PA2187,-,hypothetical_protein,cds2189,+,425):+:307:NC_002516.2",1,35,9,41,4,7,36,11,1
CDS:PA2187:-:hypothetical_protein:cds2189:+:425:NC_002516.2,0,1,2,1,0,0,1,2,0
AS_CDS:PA2187:-:hypothetical_protein:cds2189:+:425:NC_002516.2,1,19,3,36,7,6,20,10,0
CDS:PA2188:-:alcohol_dehydrogenase:cds2190:-:1166:NC_002516.2,7,12,6,1,1,2,8,1,0
AS_CDS:PA2188:-:alcohol_dehydrogenase:cds2190:-:1166:NC_002516.2,2,18,2,7,0,1,6,4,1
"IGR:(CDS,PA2188,-,alcohol_dehydrogenase,cds2190,-,1166/CDS,PA2189,-,hypothetical_protein,cds2191,+,554):+:218:NC_002516.2",1,5,0,0,0,2,2,1,0
"AS_IGR:(CDS,PA2188,-,alcohol_dehydrogenase,cds2190,-,1166/CDS,PA2189,-,hypothetical_protein,cds2191,+,554):+:218:NC_002516.2",0,0,2,7,0,1,3,1,0
CDS:PA2189:-:hypothetical_protein:cds2191:+:554:NC_002516.2,5,12,6,25,3,1,15,7,0
AS_CDS:PA2189:-:hypothetical_protein:cds2191:+:554:NC_002516.2,7,9,1,5,2,0,5,5,0
"IGR:(CDS,PA2189,-,hypothetical_protein,cds2191,+,554/CDS,PA2190,-,hypothetical_protein,cds2192,+,344):+:124:NC_002516.2",3,3,4,4,2,0,5,3,0
"AS_IGR:(CDS,PA2189,-,hypothetical_protein,cds2191,+,554/CDS,PA2190,-,hypothetical_protein,cds2192,+,344):+:124:NC_002516.2",2,1,0,1,0,0,0,0,0
CDS:PA2190:-:hypothetical_protein:cds2192:+:344:NC_002516.2,20,31,23,60,10,11,70,18,2
AS_CDS:PA2190:-:hypothetical_protein:cds2192:+:344:NC_002516.2,5,1,2,17,0,0,0,0,0
"IGR:(CDS,PA2190,-,hypothetical_protein,cds2192,+,344/CDS,PA2191,exoY,adenylate_cyclase,cds2193,-,1136):+:101:NC_002516.2",2,5,4,9,2,1,9,2,0
"AS_IGR:(CDS,PA2190,-,hypothetical_protein,cds2192,+,344/CDS,PA2191,exoY,adenylate_cyclase,cds2193,-,1136):+:101:NC_002516.2",0,3,2,2,0,0,2,0,0
CDS:PA2191:exoY:adenylate_cyclase:cds2193:-:1136:NC_002516.2,2,19,4,14,0,0,16,3,0
AS_CDS:PA2191:exoY:adenylate_cyclase:cds2193:-:1136:NC_002516.2,13,19,9,21,2,0,7,2,2
"IGR:(CDS,PA2191,exoY,adenylate_cyclase,cds2193,-,1136/CDS,PA2192,-,hypothetical_protein,cds2194,+,413):+:187:NC_002516.2",1,1,0,2,1,2,0,0,0
"AS_IGR:(CDS,PA2191,exoY,adenylate_cyclase,cds2193,-,1136/CDS,PA2192,-,hypothetical_protein,cds2194,+,413):+:187:NC_002516.2",3,8,1,2,0,0,2,2,0
CDS:PA2192:-:hypothetical_protein:cds2194:+:413:NC_002516.2,1,10,3,6,3,2,3,0,0
AS_CDS:PA2192:-:hypothetical_protein:cds2194:+:413:NC_002516.2,2,1,2,3,0,0,4,6,0
"IGR:(CDS,PA2192,-,hypothetical_protein,cds2194,+,413/CDS,PA2193,hcnA,hydrogen_cyanide_synthase_HcnA,cds2195,+,314):+:372:NC_002516.2",4,13,2,9,5,0,1,0,0
"AS_IGR:(CDS,PA2192,-,hypothetical_protein,cds2194,+,413/CDS,PA2193,hcnA,hydrogen_cyanide_synthase_HcnA,cds2195,+,314):+:372:NC_002516.2",1,10,3,4,0,6,0,0,0
CDS:PA2193:hcnA:hydrogen_cyanide_synthase_HcnA:cds2195:+:314:NC_002516.2,14,40,4,59,1,9,28,9,2
AS_CDS:PA2193:hcnA:hydrogen_cyanide_synthase_HcnA:cds2195:+:314:NC_002516.2,0,2,4,0,0,0,0,0,0
CDS:PA2194:hcnB:hydrogen_cyanide_synthase_HcnB:cds2196:+:1394:NC_002516.2,41,102,37,204,33,46,185,32,10
AS_CDS:PA2194:hcnB:hydrogen_cyanide_synthase_HcnB:cds2196:+:1394:NC_002516.2,13,26,7,37,0,4,11,6,2
CDS:PA2195:hcnC:hydrogen_cyanide_synthase_HcnC:cds2197:+:1253:NC_002516.2,113,378,74,542,108,102,317,133,46
AS_CDS:PA2195:hcnC:hydrogen_cyanide_synthase_HcnC:cds2197:+:1253:NC_002516.2,7,33,6,38,3,6,20,14,8
"IGR:(CDS,PA2195,hcnC,hydrogen_cyanide_synthase_HcnC,cds2197,+,1253/CDS,PA2196,-,transcriptional_regulator,cds2198,+,584):+:102:NC_002516.2",5,30,2,31,9,11,29,22,3
"AS_IGR:(CDS,PA2195,hcnC,hydrogen_cyanide_synthase_HcnC,cds2197,+,1253/CDS,PA2196,-,transcriptional_regulator,cds2198,+,584):+:102:NC_002516.2",0,2,0,6,0,0,1,1,0
CDS:PA2196:-:transcriptional_regulator:cds2198:+:584:NC_002516.2,24,65,4,42,6,7,34,15,8
AS_CDS:PA2196:-:transcriptional_regulator:cds2198:+:584:NC_002516.2,1,3,0,28,4,0,4,1,2
"IGR:(CDS,PA2196,-,transcriptional_regulator,cds2198,+,584/CDS,PA2197,-,hypothetical_protein,cds2199,+,1037):+:79:NC_002516.2",5,7,1,5,1,1,3,2,1
"AS_IGR:(CDS,PA2196,-,transcriptional_regulator,cds2198,+,584/CDS,PA2197,-,hypothetical_protein,cds2199,+,1037):+:79:NC_002516.2",0,0,0,1,0,0,0,0,0
CDS:PA2197:-:hypothetical_protein:cds2199:+:1037:NC_002516.2,41,79,35,87,11,31,62,39,17
AS_CDS:PA2197:-:hypothetical_protein:cds2199:+:1037:NC_002516.2,8,31,7,23,0,5,10,12,0
CDS:PA2198:-:hypothetical_protein:cds2200:+:344:NC_002516.2,18,53,8,41,5,8,52,20,9
AS_CDS:PA2198:-:hypothetical_protein:cds2200:+:344:NC_002516.2,0,6,0,0,4,0,1,0,0
CDS:PA2199:-:dehydrogenase:cds2201:+:875:NC_002516.2,103,216,65,209,36,22,129,89,20
AS_CDS:PA2199:-:dehydrogenase:cds2201:+:875:NC_002516.2,12,44,22,18,10,3,13,11,1
"IGR:(CDS,PA2199,-,dehydrogenase,cds2201,+,875/CDS,PA2200,-,hypothetical_protein,cds2202,+,1595):+:36:NC_002516.2",8,21,4,12,3,2,10,7,2
"AS_IGR:(CDS,PA2199,-,dehydrogenase,cds2201,+,875/CDS,PA2200,-,hypothetical_protein,cds2202,+,1595):+:36:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA2200:-:hypothetical_protein:cds2202:+:1595:NC_002516.2,77,221,75,161,25,43,101,51,30
AS_CDS:PA2200:-:hypothetical_protein:cds2202:+:1595:NC_002516.2,2,17,2,19,2,6,13,11,0
"IGR:(CDS,PA2200,-,hypothetical_protein,cds2202,+,1595/CDS,PA2201,-,hypothetical_protein,cds2203,+,884):+:73:NC_002516.2",0,1,2,1,1,0,0,0,0
"AS_IGR:(CDS,PA2200,-,hypothetical_protein,cds2202,+,1595/CDS,PA2201,-,hypothetical_protein,cds2203,+,884):+:73:NC_002516.2",0,0,0,0,0,0,3,0,0
CDS:PA2201:-:hypothetical_protein:cds2203:+:884:NC_002516.2,16,26,22,34,1,2,25,20,8
AS_CDS:PA2201:-:hypothetical_protein:cds2203:+:884:NC_002516.2,7,11,0,2,1,0,2,0,2
CDS:PA2202:-:amino_acid_permease:cds2204:-:677:NC_002516.2,0,15,0,12,1,1,3,0,7
AS_CDS:PA2202:-:amino_acid_permease:cds2204:-:677:NC_002516.2,3,11,1,10,1,1,9,7,1
CDS:PA2203:-:amino_acid_permease:cds2205:-:716:NC_002516.2,2,21,7,9,2,1,13,11,5
AS_CDS:PA2203:-:amino_acid_permease:cds2205:-:716:NC_002516.2,0,4,1,10,1,0,1,5,1
"IGR:(CDS,PA2203,-,amino_acid_permease,cds2205,-,716/CDS,PA2204,-,ABC_transporter,cds2206,-,806):+:29:NC_002516.2",0,1,0,2,0,0,1,0,0
"AS_IGR:(CDS,PA2203,-,amino_acid_permease,cds2205,-,716/CDS,PA2204,-,ABC_transporter,cds2206,-,806):+:29:NC_002516.2",2,5,1,3,1,0,4,1,0
CDS:PA2204:-:ABC_transporter:cds2206:-:806:NC_002516.2,80,180,58,160,53,24,111,42,31
AS_CDS:PA2204:-:ABC_transporter:cds2206:-:806:NC_002516.2,10,19,0,38,0,0,8,7,7
"IGR:(CDS,PA2204,-,ABC_transporter,cds2206,-,806/CDS,PA2205,-,hypothetical_protein,cds2207,-,476):+:247:NC_002516.2",7,10,1,8,2,0,5,1,0
"AS_IGR:(CDS,PA2204,-,ABC_transporter,cds2206,-,806/CDS,PA2205,-,hypothetical_protein,cds2207,-,476):+:247:NC_002516.2",19,23,8,25,3,1,22,8,4
CDS:PA2205:-:hypothetical_protein:cds2207:-:476:NC_002516.2,6,22,5,9,3,1,7,1,0
AS_CDS:PA2205:-:hypothetical_protein:cds2207:-:476:NC_002516.2,17,21,3,13,6,3,10,4,1
"IGR:(CDS,PA2205,-,hypothetical_protein,cds2207,-,476/CDS,PA2206,-,transcriptional_regulator,cds2208,-,947):+:30:NC_002516.2",1,0,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA2205,-,hypothetical_protein,cds2207,-,476/CDS,PA2206,-,transcriptional_regulator,cds2208,-,947):+:30:NC_002516.2",0,3,1,1,0,0,0,0,0
CDS:PA2206:-:transcriptional_regulator:cds2208:-:947:NC_002516.2,16,26,21,40,0,1,8,11,5
AS_CDS:PA2206:-:transcriptional_regulator:cds2208:-:947:NC_002516.2,36,91,43,94,6,20,56,41,17
"IGR:(CDS,PA2206,-,transcriptional_regulator,cds2208,-,947/CDS,PA2207,-,hypothetical_protein,cds2209,-,1520):+:16:NC_002516.2",0,1,0,1,0,0,0,0,1
"AS_IGR:(CDS,PA2206,-,transcriptional_regulator,cds2208,-,947/CDS,PA2207,-,hypothetical_protein,cds2209,-,1520):+:16:NC_002516.2",0,0,0,1,0,0,0,0,0
CDS:PA2207:-:hypothetical_protein:cds2209:-:1520:NC_002516.2,2,18,6,12,0,0,6,6,0
AS_CDS:PA2207:-:hypothetical_protein:cds2209:-:1520:NC_002516.2,11,32,7,26,2,5,15,23,19
CDS:PA2208:-:hypothetical_protein:cds2210:-:530:NC_002516.2,0,4,0,7,0,0,0,0,0
AS_CDS:PA2208:-:hypothetical_protein:cds2210:-:530:NC_002516.2,2,5,2,2,0,0,2,2,0
CDS:PA2209:-:hypothetical_protein:cds2211:-:1097:NC_002516.2,3,19,7,11,1,2,4,3,2
AS_CDS:PA2209:-:hypothetical_protein:cds2211:-:1097:NC_002516.2,6,24,8,8,1,2,3,0,0
"IGR:(CDS,PA2209,-,hypothetical_protein,cds2211,-,1097/CDS,PA2210,-,major_facilitator_superfamily_%28MFS%29_transporter,cds2212,+,1325):+:141:NC_002516.2",1,3,0,3,1,0,0,2,0
"AS_IGR:(CDS,PA2209,-,hypothetical_protein,cds2211,-,1097/CDS,PA2210,-,major_facilitator_superfamily_%28MFS%29_transporter,cds2212,+,1325):+:141:NC_002516.2",4,2,0,3,0,0,2,0,1
CDS:PA2210:-:major_facilitator_superfamily_%28MFS%29_transporter:cds2212:+:1325:NC_002516.2,18,35,18,25,3,10,9,7,17
AS_CDS:PA2210:-:major_facilitator_superfamily_%28MFS%29_transporter:cds2212:+:1325:NC_002516.2,6,12,0,10,1,0,4,1,4
CDS:PA2211:-:hypothetical_protein:cds2213:+:959:NC_002516.2,0,12,6,6,2,7,12,4,0
AS_CDS:PA2211:-:hypothetical_protein:cds2213:+:959:NC_002516.2,7,24,4,10,0,9,8,0,1
CDS:PA2212:-:4-hydroxythreonine-4-phosphate_dehydrogenase:cds2214:+:1013:NC_002516.2,1,7,7,4,3,0,21,1,1
AS_CDS:PA2212:-:4-hydroxythreonine-4-phosphate_dehydrogenase:cds2214:+:1013:NC_002516.2,21,21,14,18,0,0,5,9,8
"IGR:(CDS,PA2212,-,4-hydroxythreonine-4-phosphate_dehydrogenase,cds2214,+,1013/CDS,PA2213,-,porin,cds2215,+,1250):+:121:NC_002516.2",1,3,0,1,3,0,2,1,0
"AS_IGR:(CDS,PA2212,-,4-hydroxythreonine-4-phosphate_dehydrogenase,cds2214,+,1013/CDS,PA2213,-,porin,cds2215,+,1250):+:121:NC_002516.2",1,3,0,2,0,0,2,1,0
CDS:PA2213:-:porin:cds2215:+:1250:NC_002516.2,0,5,12,4,3,5,7,4,0
AS_CDS:PA2213:-:porin:cds2215:+:1250:NC_002516.2,1,11,0,16,0,3,2,3,0
"IGR:(CDS,PA2213,-,porin,cds2215,+,1250/CDS,PA2214,-,major_facilitator_superfamily_%28MFS%29_transporter,cds2216,+,1322):+:134:NC_002516.2",0,0,0,0,0,0,0,0,0
"AS_IGR:(CDS,PA2213,-,porin,cds2215,+,1250/CDS,PA2214,-,major_facilitator_superfamily_%28MFS%29_transporter,cds2216,+,1322):+:134:NC_002516.2",0,2,0,3,0,0,1,0,0
CDS:PA2214:-:major_facilitator_superfamily_%28MFS%29_transporter:cds2216:+:1322:NC_002516.2,2,3,1,5,0,2,1,6,2
AS_CDS:PA2214:-:major_facilitator_superfamily_%28MFS%29_transporter:cds2216:+:1322:NC_002516.2,4,7,0,20,0,4,7,3,0
CDS:PA2215:-:hypothetical_protein:cds2217:+:1175:NC_002516.2,3,13,2,10,0,5,3,2,0
AS_CDS:PA2215:-:hypothetical_protein:cds2217:+:1175:NC_002516.2,6,11,10,8,1,2,20,1,1
CDS:PA2216:-:hypothetical_protein:cds2218:+:995:NC_002516.2,5,20,8,11,0,9,7,11,0
AS_CDS:PA2216:-:hypothetical_protein:cds2218:+:995:NC_002516.2,5,12,2,14,0,0,5,0,0
"IGR:(CDS,PA2216,-,hypothetical_protein,cds2218,+,995/CDS,PA2217,-,aldehyde_dehydrogenase,cds2219,+,1583):+:77:NC_002516.2",0,0,0,4,0,0,0,1,0
"AS_IGR:(CDS,PA2216,-,hypothetical_protein,cds2218,+,995/CDS,PA2217,-,aldehyde_dehydrogenase,cds2219,+,1583):+:77:NC_002516.2",0,0,0,0,0,1,0,0,0
CDS:PA2217:-:aldehyde_dehydrogenase:cds2219:+:1583:NC_002516.2,4,7,0,3,0,0,8,3,0
AS_CDS:PA2217:-:aldehyde_dehydrogenase:cds2219:+:1583:NC_002516.2,8,19,1,12,3,9,5,17,5
